"Date: 2023-04-01+0000"
"Version: 7.1"
"Status: 
0 Normal
让人惊讶的是，dfab2022同学的第一次非正式会面居然如此的融洽和舒适，大家各自带上自己的食物，一起享受烛光晚餐。席间谈天说地，各自都有不菲的人生。Etienne的家里满是别有用心的收藏；Ana读过博士并已有了孩子；Carl游历20多国并有车有公司……

让人惊讶的是，Casar120室友均来自世界各地，但相处却十分融洽。Artiom自己存钱，自费读研；Saikiran在厨房的罐子里总有不同颜色的调味粉末；Peppe友善开朗，游泳时从利马特河的桥上一跃而下；Hain服过兵役，找过工作，最厉害的是用7000欧元在一年的时间内环游全球……

让人惊讶的是，苏黎世的吧里只有烟而没有毒，没有小偷不怕丢东西。

让人惊讶的是，苏黎世人都热爱自然敢于冒险，路上几乎没看到乞丐。

让人惊讶的是，苏黎世的天空湛蓝而低，空气清新而凉，太阳温暖而和煦。

后天要去看dfab2021的期末评图，会发生什么呢？——每一天都充满期待和惊喜！

愿：这一年多写日记！Goodnight



当我只是刚学会苏黎世的垃圾分类的时候，我的室友或同学已经在瑞士定居过几年、拿过几十万奖金、用几千欧元一年内环游过世界、在活火山范围内工作、读过PhD、服过兵役、结过婚、生过小孩、当过教职、开过公司，就差解决全球饥饿问题了…



","N","","","","","0","0","2022-09-21T08:56:42+0000","","-5","Europe/Berlin","true","false",,,"list","191",""
"","日记","09月21日 周三 晴 苏黎世","NOTE","","上午：九点半到学校，Yael意味深长的跟我们介绍了很多。NCCR的三个阶段已经到了第三段，第一二段都使用了大量资金，而第三段主要是应用。ETH的建筑体系十分庞大，而相互的连结需要我们多加探索。其中ITA和Automation方面的连接还没有过，机会很多。每周多花几个小时学习新事物，一定会有所帮助。

中午：吃自己做的面条，使用了ITA免费的咖啡机的咖啡。

下午：学Python，感觉一开始很容易。同学中程度有高有低，我应该算中间。

晚上：做饭，做计划，准备去慕尼黑啤酒节和Vitra 



goodnight","N","","","","","0","0","2022-09-21T20:32:50+0000","","-4","Europe/Berlin","true","false",,,"list","192",""
"","日记","09月20日 周二 多云 苏黎世","NOTE","","上午：一大早做了早餐（玉米片和热牛奶）、午餐（番茄牛肉面）和分享给大家的葱煎蛋。急忙赶到学校后，上午开始MAS导师团的介绍和一些基础邮箱、日程的设置。

中午：中午在Alumin Lounge室外一起吃饭。大家都很喜欢我的葱煎蛋，一扫而光。

下午：主要是听每个人的背景介绍。当然，人人都是精英中的精英。工作经历、教育背景、建造经验、计算能力、设计水平、项目经验，一个比一个精彩，精彩到我开始怀疑为什么我能被录取。当然我也简短的介绍了一下自己，回家看着Yuki帮我录的视频，感觉自己的演讲能力有待提高，背景也只是同学的中下等。

晚上：回来后做晚饭和第二天的午饭。做饭手艺不断娴熟，但仍要花费时间，然而回来后已经比较累了。洗了个澡，不知不觉就到了十一点。



当我还在苏黎世找便宜鸡蛋买的时候，我的同学或朋友已经：



读过好几个专业，

出过好几本著作，

任职好几家名企，

环游好几个国家，

管理好几个项目，

执教好几所大学，

落地好几个方案。

生过小孩，

开过公司，

服过兵役，

做过游戏，

造过无人机，

控过机械臂。

基金奖金到手软，

软件技能全点满，

设计登刊拿大奖，

作品中标上展览，

论文科研随便冲，

调酒滑雪样样通，

 I G 粉丝将上万，

生活学术双成功。



致力解决全球饥饿，

把读书当升华灵魂，

我可算见到牛人了。



goodnight","N","","","","","0","0","2022-09-20T20:32:00+0000","","-3","Europe/Zurich","false","false",,,"list","193",""
"","日记","09月19日 周一 多云 苏黎世","NOTE","","

上午：早餐随便吃点赶来参加上一届的期末答辩。

中午：食堂一个汉堡 6.15chf

下午：上一届的期末答辩。

晚上：答辩后大家在open space聊天到八九点。自己做饭。","N","","","","","0","0","2022-09-20T20:29:42+0000","","-2","Europe/Zurich","false","false",,,"list","194",""
"","日记","09月18日 周日 多云 苏黎世","NOTE","","

上午：睡了五个小时之后爬起来到ASVZ锻炼健身，直到11点。

中午：热一下too good to go的米饭。

下午：睡觉，醒来之后学习了一下html以及Ghpython和VSCode的联动

晚上：自己做饭。学习html。



来到瑞士已经20天，明天就是开学第一天了，这20天里一直都在想办法让自己生存下来、社交起来、体验上来。20天，你每天都很忙碌，因此时间过得也很快。学校学习，跑步健身，社交派对，聚餐吃饭，游泳跳水，彻夜长谈。这20天里，结识了很多朋友，也开始了一段全新的旅程。Peppe和Cescs是我走得最近也是最会玩的室友；Edison和Benjamin是从不缺席的聚会伙伴；Jerry和Yuki是除了一起学习，也能一起party和聊天的朋友…



明天要正式会面了，新的学期，新的努力！愿：每天精彩！goodnight","N","","","","","0","0","2022-09-20T20:29:21+0000","","-1","Europe/Zurich","false","false",,,"list","195",""
"","申请","Reintroducing myself for working with you - Zac zhuo Zhang","NOTE","","Dear Yael and Petrus,

First of all, I would like to advertise you my updated personal blog with a complete CV, skill tree and study notes. It includes all there kernels of my 24-years-old brain and all the knowledge I got either from MAS cirecullm or anywhere.


Attached are list of information about me:
Presentation high of my MAS DFAB year:
My personal blog


","N","","","","","0","0","2023-03-23T22:11:28+0000","","-462619517386752","Europe/Zurich","false","false",,,"list","196",""
"","申请","- Example","NOTE","","Dear Recruiting Manager:



I am writing to apply for the Internship-Product Design Footwear at Adidas, in response to the recruiting advert posted on the website. Although I have been in the architectural industry for about 10 years, I am still excited about pushing my boundaries of my design knowhow and apply them to another industry. Meanwhile, I am also enthusiastic about the prospect of working in an institution that has such specialisation on footwear design and fabrication.



In college, I participated in many workshops, including woodworking, metalworking, cement working, exploring manufacturing and assembling methods based on different materials, and looking into the correlation between body and matter. During my senior year, I joined a studio held by associate professor Chen-Chen Cheng. Our research focus was on using parametric models to compute and fabricate four kinds of conceptual machines predicated on materiality. My Thesis Design is the aggregation of octahedrons made from corrugated paper units, which was inspired by packing design that offers great structure variety with easy detachment and assembly structure.



During the first year in postgraduate school, I participated in Digital Future - a workshop held by The Department of Architecture, Tongji University in Shanghai. There I met Professor Gilles Retsin- the programme Director of M.Arch Architectural Design at UCL as our group leader. We conducted aggregation of timber construction with Augmented Reality. This experience motivated me to start my 2nd year research on bending wood in three-dimensional direction by Augmented Reality. In July 2020, I held a workshop with two other classmates, where we explored the synergy between Robotic Arm and AR, and how it could drastically improve the efficiency of manufacture. Currently, I am a student of ETH MAS DFAB in ETH Zurich(Master of Advanced Studies ETH in Architecture and Digital Fabrication). We are using Python and Compas framework to slice models and then 3D Printing them with UR and ABB Robots.



Throughout my journey, I was fortunate to have collaborated with many unique individuals from different backgrounds and upbringings, holding distinctive character and beliefs. These projects inspired my interest in topics such as materiality, construction, fabrication, data tree, application of software and hardware. They also taught me how to work in a dynamic group environment and help build a work philosophy of diligence and perseverance.



Furthermore, I am from an island in the Far East. The Continental Europe, as a symbol and embodiment of western culture and civilization, with diverse wellsprings such as Renaissance and advanced design, fabrication technology, is very appealing to me. If I could have the pleasure to join your team, I firmly believe that I could be enriched by your conscientious nurturing and become more competent than merely staying in my hometown. And also apply what I have learned in ETH MAS DFAB on footwear design and fabrication and see what would happend. It could facilitate me to use these knowledge to contribute and inspire design profession no matter in which industries, which is exactly “Impossible is Nothing” means to me.

","N","","","","","0","0","2023-03-19T14:19:47+0000","","-462344639479808","Europe/Berlin","true","false",,,"list","197",""
"","申请","Rhino User Meeting","NOTE","","","N","","","","","0","0","2023-03-19T11:49:10+0000","","-462069761572864","Europe/Berlin","true","false",,,"list","198",""
"","申请","Ask Li Chen","NOTE","","","N","","","","","0","0","2023-03-11T14:55:02+0000","","-461794883665920","Europe/Berlin","true","false",,,"list","199",""
"","申请","- Ask Silvia","NOTE","","- 技术上更新
- 了解市场动向
- customization 
- inno swiss 80-90%  funding
    - professor 支持
    - industry  support
    - 4-5人团队， 4-5年工资有了

- 项目关键时间点
- 直接写邮件给 selen elent cai
- strategic
- 随时有机会,所以发邮件
","N","","","","","0","0","2023-03-11T14:35:25+0000","","-461520005758976","Europe/Berlin","true","false",,,"list","200",""
"","申请","+ Timber","NOTE","","- 杨锦涛 impressive studio 做的timber

- Aurèle在开发，他不知道自己会不会开T3，需要问。

- GKR招 Postdoctoral position Digital Timber Fabrication



- Compas Timber 将会是下一个T2

- ","N","","","","","0","0","2023-03-03T11:02:36+0000","","-461245127852032","Europe/Zurich","false","false",,,"list","201",""
"","申请","Zen of Zac​​","NOTE","","Zen of Zac
​
I
​Unfortunately, I don't like interacting with humans, except some nerds, who wrote the octopus, the penguin and the meaning of life with C.

O hope I could meet the elephant and 


except some nerds. They are good boys, they share


git - octopus
github - cat
linux - penguin
python - snake
php - elephant
Rhino - rhino
Grasshooper - grasshopper
ROS - turtle


publish on github page

​","N","","","","","0","0","2023-02-20T22:48:18+0000","","-460970249945088","Europe/Zurich","false","false",,,"list","202",""
"","申请","* 面试回答","NOTE","","
